Invoice,Order_Revenue,Units,Unique_Products,Average_Item_Value,Customer_ID,Country,Order_Date,Basket_Size
536533,156.1,80,6,1.95125,16955.0,United Kingdom,2010-12-01 13:31:00,Very Large
536534,115.65,51,5,2.2676470588235293,15350.0,United Kingdom,2010-12-01 13:33:00,Very Large
536535,194.85,71,12,2.7443661971830986,15605.0,United Kingdom,2010-12-01 13:38:00,Very Large
536536,165.04999999999998,95,3,1.7373684210526315,18144.0,United Kingdom,2010-12-01 13:45:00,Very Large
536537,369.5,138,11,2.677536231884058,15922.0,United Kingdom,2010-12-01 13:51:00,Very Large
536538,255.0,146,31,1.7465753424657535,14594.0,United Kingdom,2010-12-01 13:54:00,Very Large
536539,487.75,160,27,3.0484375,15165.0,United Kingdom,2010-12-01 14:03:00,Very Large
536540,540.38,231,20,2.3393073593073592,14911.0,EIRE,2010-12-01 14:05:00,Very Large
536541,15.0,12,1,1.25,14911.0,EIRE,2010-12-01 14:05:00,Medium
536542,787.4,392,16,2.0086734693877553,16456.0,United Kingdom,2010-12-01 14:11:00,Very Large
536544,5521.14,1208,523,4.5704801324503315,,United Kingdom,2010-12-01 14:32:00,Very Large
536551,134.11,84,29,1.596547619047619,17346.0,United Kingdom,2010-12-01 14:34:00,Very Large
536555,2.9699999999999998,2,2,1.4849999999999999,,United Kingdom,2010-12-01 14:37:00,Small
536556,101.55,71,8,1.430281690140845,17643.0,United Kingdom,2010-12-01 14:38:00,Very Large
536557,532.43,198,62,2.6890404040404037,17841.0,United Kingdom,2010-12-01 14:41:00,Very Large
536558,99.75,5,1,19.95,,United Kingdom,2010-12-01 14:48:00,Small
536559,204.95,117,7,1.7517094017094017,17873.0,United Kingdom,2010-12-01 14:54:00,Very Large
536560,799.4,256,13,3.12265625,13093.0,United Kingdom,2010-12-01 15:00:00,Very Large
536561,322.40000000000003,140,15,2.302857142857143,12921.0,United Kingdom,2010-12-01 15:06:00,Very Large
536562,308.65000000000003,99,18,3.117676767676768,13468.0,United Kingdom,2010-12-01 15:08:00,Very Large
536563,172.54,165,9,1.0456969696969696,17760.0,United Kingdom,2010-12-01 15:08:00,Very Large
536564,51.4,12,2,4.283333333333333,13468.0,United Kingdom,2010-12-01 15:08:00,Medium
536565,6.7,2,2,3.35,,United Kingdom,2010-12-01 15:15:00,Small
536566,116.25,93,6,1.25,16928.0,United Kingdom,2010-12-01 15:21:00,Very Large
536567,251.40000000000003,132,7,1.9045454545454548,16048.0,United Kingdom,2010-12-01 15:27:00,Very Large
536568,5.04,12,1,0.42,16048.0,United Kingdom,2010-12-01 15:28:00,Medium
536569,331.55,151,63,2.1956953642384107,16274.0,United Kingdom,2010-12-01 15:35:00,Very Large
536570,304.34000000000003,86,5,3.538837209302326,14496.0,United Kingdom,2010-12-01 15:35:00,Very Large
536571,294.62,284,18,1.0373943661971832,14696.0,United Kingdom,2010-12-01 15:37:00,Very Large
536572,442.34999999999997,301,21,1.4696013289036545,16539.0,United Kingdom,2010-12-01 15:40:00,Very Large
536573,143.12,136,4,1.0523529411764707,17025.0,United Kingdom,2010-12-01 15:45:00,Very Large
536574,17.85,3,1,5.95,17025.0,United Kingdom,2010-12-01 15:46:00,Small
536575,1552.98,858,8,1.81,13777.0,United Kingdom,2010-12-01 16:01:00,Very Large
536576,2558.42,1122,16,2.2802317290552585,13777.0,United Kingdom,2010-12-01 16:11:00,Very Large
536577,497.0,388,4,1.2809278350515463,13777.0,United Kingdom,2010-12-01 16:13:00,Very Large
536578,279.6,104,8,2.6884615384615387,17690.0,United Kingdom,2010-12-01 16:15:00,Very Large
536579,315.96000000000004,276,2,1.1447826086956523,13777.0,United Kingdom,2010-12-01 16:16:00,Very Large
536580,97.2,66,6,1.4727272727272727,17690.0,United Kingdom,2010-12-01 16:17:00,Very Large
536581,330.0,200,1,1.65,13777.0,United Kingdom,2010-12-01 16:19:00,Very Large
536582,304.04,184,17,1.6523913043478262,12947.0,United Kingdom,2010-12-01 16:21:00,Very Large
536583,198.0,120,1,1.65,13777.0,United Kingdom,2010-12-01 16:21:00,Very Large
536584,1132.8000000000002,384,1,2.9500000000000006,13777.0,United Kingdom,2010-12-01 16:22:00,Very Large
536585,19.9,2,1,9.95,17460.0,United Kingdom,2010-12-01 16:24:00,Small
536586,344.2,44,7,7.822727272727272,18229.0,United Kingdom,2010-12-01 16:25:00,Large
536587,311.81,313,22,0.9961980830670927,14142.0,United Kingdom,2010-12-01 16:33:00,Very Large
536588,277.05,103,11,2.6898058252427184,17069.0,United Kingdom,2010-12-01 16:49:00,Very Large
536590,205.86,74,14,2.7818918918918922,13065.0,United Kingdom,2010-12-01 16:52:00,Very Large
536591,198.32,93,40,2.1324731182795698,14606.0,United Kingdom,2010-12-01 16:57:00,Very Large
536592,6915.65,1478,590,4.679059539918809,,United Kingdom,2010-12-01 17:06:00,Very Large
536593,81.75,19,5,4.302631578947368,16835.0,United Kingdom,2010-12-01 17:15:00,Medium
536594,79.5,34,5,2.338235294117647,15235.0,United Kingdom,2010-12-01 17:22:00,Large
536595,349.15000000000003,108,11,3.2328703703703705,13576.0,United Kingdom,2010-12-01 17:24:00,Very Large
536596,38.09,9,6,4.232222222222223,,United Kingdom,2010-12-01 17:29:00,Medium
536597,102.78999999999999,71,28,1.4477464788732393,18011.0,United Kingdom,2010-12-01 17:35:00,Very Large
536598,160.6,76,4,2.113157894736842,13090.0,United Kingdom,2010-12-02 07:48:00,Very Large
536599,306.4,80,6,3.8299999999999996,15694.0,United Kingdom,2010-12-02 07:49:00,Very Large
536600,251.62,56,12,4.493214285714286,17850.0,United Kingdom,2010-12-02 08:32:00,Very Large
536601,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 08:33:00,Medium
536602,163.76,64,12,2.55875,17850.0,United Kingdom,2010-12-02 08:34:00,Very Large
536603,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 08:40:00,Medium
536604,184.5,114,9,1.618421052631579,14741.0,United Kingdom,2010-12-02 08:43:00,Very Large
536605,272.65000000000003,107,15,2.5481308411214956,13715.0,United Kingdom,2010-12-02 08:52:00,Very Large
536607,303.97,93,18,3.2684946236559145,17732.0,United Kingdom,2010-12-02 09:29:00,Very Large
536608,38.1,30,3,1.27,12855.0,United Kingdom,2010-12-02 09:37:00,Large
536609,244.46,88,16,2.7779545454545453,17850.0,United Kingdom,2010-12-02 09:41:00,Very Large
536610,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 09:42:00,Medium
536611,259.65000000000003,153,14,1.697058823529412,15752.0,United Kingdom,2010-12-02 09:43:00,Very Large
536612,206.76,82,15,2.5214634146341464,17850.0,United Kingdom,2010-12-02 09:44:00,Very Large
536613,208.97,197,17,1.060761421319797,17855.0,United Kingdom,2010-12-02 09:44:00,Very Large
536614,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 09:44:00,Medium
536615,286.92,108,12,2.6566666666666667,14047.0,United Kingdom,2010-12-02 10:09:00,Very Large
536616,244.08,72,1,3.39,17925.0,United Kingdom,2010-12-02 10:10:00,Very Large
536617,1095.1200000000001,644,11,1.7004968944099381,13941.0,United Kingdom,2010-12-02 10:17:00,Very Large
536618,780.12,600,21,1.3002,17017.0,United Kingdom,2010-12-02 10:17:00,Very Large
536619,97.2,48,2,2.025,17017.0,United Kingdom,2010-12-02 10:18:00,Large
536620,485.25,741,23,0.6548582995951417,14135.0,United Kingdom,2010-12-02 10:27:00,Very Large
536621,350.06,298,10,1.1746979865771812,13108.0,United Kingdom,2010-12-02 10:35:00,Very Large
536623,768.38,666,48,1.1537237237237237,15601.0,United Kingdom,2010-12-02 10:39:00,Very Large
536624,610.64,228,22,2.6782456140350877,13418.0,United Kingdom,2010-12-02 10:45:00,Very Large
536626,12.6,6,1,2.1,13418.0,United Kingdom,2010-12-02 10:46:00,Medium
536627,306.2,64,14,4.784375,15658.0,United Kingdom,2010-12-02 10:53:00,Very Large
536628,230.56,86,16,2.6809302325581394,17850.0,United Kingdom,2010-12-02 10:54:00,Very Large
536629,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 10:55:00,Medium
536630,244.46,88,16,2.7779545454545453,17850.0,United Kingdom,2010-12-02 10:56:00,Very Large
536631,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 10:58:00,Medium
536632,312.8,170,21,1.84,14388.0,United Kingdom,2010-12-02 11:02:00,Very Large
536633,204.15,105,18,1.9442857142857144,14901.0,United Kingdom,2010-12-02 11:20:00,Very Large
536634,193.78,159,14,1.2187421383647798,18041.0,United Kingdom,2010-12-02 11:21:00,Very Large
536635,572.38,246,20,2.3267479674796747,15955.0,United Kingdom,2010-12-02 11:22:00,Very Large
536636,106.2,36,1,2.95,15070.0,United Kingdom,2010-12-02 11:23:00,Large
536637,219.66,157,55,1.399108280254777,18041.0,United Kingdom,2010-12-02 11:35:00,Very Large
536638,1056.63,619,63,1.7069951534733443,16244.0,United Kingdom,2010-12-02 11:41:00,Very Large
536639,288.5,106,16,2.7216981132075473,15111.0,United Kingdom,2010-12-02 11:45:00,Very Large
536640,45.85,11,11,4.168181818181818,,United Kingdom,2010-12-02 11:45:00,Medium
536641,4.25,1,1,4.25,12748.0,United Kingdom,2010-12-02 11:46:00,Small
536643,223.7,74,26,3.0229729729729726,14390.0,United Kingdom,2010-12-02 11:57:00,Very Large
536663,299.40000000000003,156,6,1.9192307692307695,16546.0,United Kingdom,2010-12-02 12:07:00,Very Large
536667,362.5,214,16,1.6939252336448598,15260.0,United Kingdom,2010-12-02 12:09:00,Very Large
536670,58.0,40,1,1.45,15260.0,United Kingdom,2010-12-02 12:09:00,Large
536671,136.2,132,5,1.0318181818181817,13305.0,United Kingdom,2010-12-02 12:10:00,Very Large
536672,127.2,40,4,3.18,14491.0,United Kingdom,2010-12-02 12:10:00,Large
536673,339.84,504,8,0.6742857142857143,14060.0,United Kingdom,2010-12-02 12:11:00,Very Large
536674,127.08,122,21,1.041639344262295,15923.0,United Kingdom,2010-12-02 12:16:00,Very Large
536676,207.5,54,9,3.8425925925925926,16752.0,United Kingdom,2010-12-02 12:18:00,Very Large
536681,113.92,46,13,2.4765217391304346,17287.0,United Kingdom,2010-12-02 12:22:00,Large
536685,380.46,108,17,3.522777777777778,17850.0,United Kingdom,2010-12-02 12:23:00,Very Large
536688,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 12:24:00,Medium
536690,331.26,92,17,3.6006521739130433,17850.0,United Kingdom,2010-12-02 12:25:00,Very Large
536693,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 12:26:00,Medium
536698,326.0,144,16,2.263888888888889,15363.0,United Kingdom,2010-12-02 12:28:00,Very Large
536707,199.65,41,13,4.869512195121952,12915.0,United Kingdom,2010-12-02 12:33:00,Large
536732,354.54,274,26,1.2939416058394162,15544.0,United Kingdom,2010-12-02 12:47:00,Very Large
536733,329.65,255,14,1.2927450980392157,15738.0,United Kingdom,2010-12-02 12:50:00,Very Large
536735,211.2,128,1,1.65,17381.0,United Kingdom,2010-12-02 12:58:00,Very Large
536736,824.88,1296,5,0.6364814814814814,17381.0,United Kingdom,2010-12-02 12:59:00,Very Large
536738,98.18,42,7,2.337619047619048,15827.0,United Kingdom,2010-12-02 13:06:00,Large
536739,201.75,31,12,6.508064516129032,14180.0,United Kingdom,2010-12-02 13:08:00,Large
536740,92.75,67,7,1.3843283582089552,15827.0,United Kingdom,2010-12-02 13:08:00,Very Large
536741,202.12,130,15,1.554769230769231,13117.0,United Kingdom,2010-12-02 13:11:00,Very Large
536742,196.43,102,48,1.9257843137254902,16916.0,United Kingdom,2010-12-02 13:14:00,Very Large
536743,261.76,195,35,1.3423589743589743,17964.0,United Kingdom,2010-12-02 13:32:00,Very Large
536744,379.75,137,10,2.771897810218978,14466.0,United Kingdom,2010-12-02 13:36:00,Very Large
536745,341.90000000000003,126,10,2.7134920634920636,17235.0,United Kingdom,2010-12-02 13:38:00,Very Large
536746,248.1,92,13,2.6967391304347825,16510.0,United Kingdom,2010-12-02 13:39:00,Very Large
536747,100.2,75,12,1.336,17802.0,United Kingdom,2010-12-02 13:44:00,Very Large
536748,116.0,26,5,4.461538461538462,15107.0,United Kingdom,2010-12-02 13:45:00,Large
536749,321.79,93,56,3.4601075268817207,17976.0,United Kingdom,2010-12-02 13:49:00,Very Large
536750,434.8,118,19,3.6847457627118647,17850.0,United Kingdom,2010-12-02 14:04:00,Very Large
536751,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 14:05:00,Medium
536752,390.66,104,19,3.7563461538461542,17850.0,United Kingdom,2010-12-02 14:06:00,Very Large
536753,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 14:07:00,Medium
536754,210.24,142,50,1.4805633802816902,14449.0,United Kingdom,2010-12-02 14:09:00,Very Large
536755,54.25,15,15,3.6166666666666667,,United Kingdom,2010-12-02 14:14:00,Medium
536756,66.65,23,19,2.8978260869565218,,United Kingdom,2010-12-02 14:23:00,Large
536759,311.25,113,17,2.754424778761062,16781.0,United Kingdom,2010-12-02 14:26:00,Very Large
536761,98.9,36,7,2.7472222222222222,13491.0,United Kingdom,2010-12-02 14:30:00,Large
536762,307.68,231,20,1.331948051948052,16186.0,United Kingdom,2010-12-02 14:40:00,Very Large
536763,452.52,331,12,1.367129909365559,17685.0,United Kingdom,2010-12-02 14:42:00,Very Large
536769,668.4,375,31,1.7824,17581.0,United Kingdom,2010-12-02 14:47:00,Very Large
536771,118.38,66,7,1.7936363636363635,17581.0,United Kingdom,2010-12-02 14:49:00,Very Large
536777,138.1,97,5,1.4237113402061856,15732.0,United Kingdom,2010-12-02 15:00:00,Very Large
536778,193.23,125,14,1.5458399999999999,13138.0,United Kingdom,2010-12-02 15:03:00,Very Large
536779,15.0,1,1,15.0,15823.0,United Kingdom,2010-12-02 15:08:00,Small
536780,12.8,4,4,3.2,,United Kingdom,2010-12-02 15:09:00,Small
536781,50.400000000000006,24,1,2.1,17460.0,United Kingdom,2010-12-02 15:14:00,Large
536782,517.95,244,27,2.1227459016393446,17567.0,United Kingdom,2010-12-02 15:18:00,Very Large
536783,4076.48,2909,38,1.40133379168099,15061.0,United Kingdom,2010-12-02 15:19:00,Very Large
536784,2170.9,1330,25,1.6322556390977445,15061.0,United Kingdom,2010-12-02 15:20:00,Very Large
536785,2730.96,1008,6,2.7092857142857145,15061.0,United Kingdom,2010-12-02 15:22:00,Very Large
536786,324.0,144,2,2.25,15061.0,United Kingdom,2010-12-02 15:23:00,Very Large
536787,192.46,76,13,2.532368421052632,17850.0,United Kingdom,2010-12-02 15:24:00,Very Large
536788,75.0,60,1,1.25,15061.0,United Kingdom,2010-12-02 15:25:00,Very Large
536789,22.2,12,2,1.8499999999999999,17850.0,United Kingdom,2010-12-02 15:25:00,Medium
536790,532.01,141,17,3.7731205673758863,17850.0,United Kingdom,2010-12-02 15:26:00,Very Large
536791,44.400000000000006,24,2,1.8500000000000003,17850.0,United Kingdom,2010-12-02 15:27:00,Large
536792,30.0,24,1,1.25,15061.0,United Kingdom,2010-12-02 15:28:00,Large
536793,170.7,70,11,2.4385714285714286,16203.0,United Kingdom,2010-12-02 15:39:00,Very Large
536794,322.8,96,4,3.3625000000000003,13767.0,United Kingdom,2010-12-02 15:40:00,Very Large
536795,333.72,180,7,1.854,15640.0,United Kingdom,2010-12-02 15:40:00,Very Large
536796,349.04,159,96,2.1952201257861637,15574.0,United Kingdom,2010-12-02 15:46:00,Very Large
536797,130.8,56,6,2.335714285714286,16770.0,United Kingdom,2010-12-02 15:49:00,Very Large
536798,684.46,454,29,1.5076211453744495,17838.0,United Kingdom,2010-12-02 15:55:00,Very Large
536799,183.3,122,18,1.5024590163934428,17228.0,United Kingdom,2010-12-02 16:00:00,Very Large
536800,236.97,190,19,1.2472105263157895,14829.0,United Kingdom,2010-12-02 16:12:00,Very Large
536801,252.3,134,14,1.8828358208955225,,United Kingdom,2010-12-02 16:12:00,Very Large
536802,197.3,50,8,3.946,17412.0,United Kingdom,2010-12-02 16:29:00,Large
536803,22.5,6,1,3.75,14911.0,EIRE,2010-12-02 16:33:00,Medium
536804,1714.25,531,25,3.2283427495291903,14031.0,United Kingdom,2010-12-02 16:34:00,Very Large
536805,406.56,384,20,1.05875,14775.0,United Kingdom,2010-12-02 16:38:00,Very Large
536806,45.12,84,5,0.5371428571428571,12971.0,United Kingdom,2010-12-02 16:42:00,Very Large
536808,247.8,64,12,3.871875,17659.0,United Kingdom,2010-12-02 16:46:00,Very Large
536809,1003.2,1824,1,0.55,15299.0,United Kingdom,2010-12-02 16:48:00,Very Large
536810,303.96,204,1,1.49,15299.0,United Kingdom,2010-12-02 16:50:00,Very Large
536811,527.85,69,1,7.65,15299.0,United Kingdom,2010-12-02 16:51:00,Very Large
536813,189.8,230,17,0.8252173913043479,15646.0,United Kingdom,2010-12-02 16:59:00,Very Large
536819,308.28000000000003,190,17,1.6225263157894738,13402.0,United Kingdom,2010-12-02 17:12:00,Very Large
536821,143.45000000000002,80,23,1.7931250000000003,17757.0,United Kingdom,2010-12-02 17:17:00,Very Large
536823,50.550000000000004,13,3,3.888461538461539,13011.0,United Kingdom,2010-12-02 17:22:00,Medium
536824,408.0,160,1,2.55,13798.0,United Kingdom,2010-12-02 17:24:00,Very Large
536830,2002.4,4280,2,0.46785046728971963,16754.0,United Kingdom,2010-12-02 17:38:00,Very Large
536831,569.4,260,4,2.19,16029.0,United Kingdom,2010-12-02 17:40:00,Very Large
536832,164.8,64,8,2.575,16634.0,United Kingdom,2010-12-02 17:41:00,Very Large
536833,438.1,208,29,2.10625,18239.0,United Kingdom,2010-12-02 17:48:00,Very Large
536834,35.400000000000006,12,1,2.9500000000000006,14576.0,United Kingdom,2010-12-02 17:51:00,Medium
536835,295.0,1,1,295.0,13145.0,United Kingdom,2010-12-02 18:06:00,Small
536836,263.3,133,26,1.9796992481203008,18168.0,United Kingdom,2010-12-02 18:08:00,Very Large
536837,308.68,174,27,1.7740229885057472,14395.0,United Kingdom,2010-12-02 18:15:00,Very Large
536838,37.2,96,3,0.3875,14865.0,United Kingdom,2010-12-02 18:23:00,Very Large
536839,623.73,879,16,0.7095904436860069,15093.0,United Kingdom,2010-12-02 18:25:00,Very Large
536840,155.35,148,11,1.049662162162162,12738.0,Germany,2010-12-02 18:27:00,Very Large
536841,393.42,174,22,2.2610344827586206,16150.0,United Kingdom,2010-12-02 18:27:00,Very Large
536842,263.62,130,11,2.027846153846154,17552.0,United Kingdom,2010-12-02 18:45:00,Very Large
536843,34.9,14,2,2.492857142857143,17552.0,United Kingdom,2010-12-02 18:46:00,Medium
536844,189.3,38,3,4.981578947368422,14236.0,United Kingdom,2010-12-02 18:49:00,Large
536845,127.55,45,28,2.8344444444444443,17961.0,United Kingdom,2010-12-02 19:18:00,Large
536846,402.0,126,68,3.1904761904761907,14573.0,United Kingdom,2010-12-02 19:59:00,Very Large
536847,215.57999999999998,222,9,0.971081081081081,17135.0,United Kingdom,2010-12-03 09:31:00,Very Large
536848,534.0,280,3,1.9071428571428573,13408.0,United Kingdom,2010-12-03 09:39:00,Very Large
536849,397.5,106,3,3.75,17396.0,United Kingdom,2010-12-03 09:45:00,Very Large
536851,1368.4,360,15,3.8011111111111116,12967.0,United Kingdom,2010-12-03 09:49:00,Very Large
536852,89.14,107,7,0.8330841121495327,12686.0,France,2010-12-03 09:51:00,Very Large
536856,754.87,343,39,2.200787172011662,13370.0,United Kingdom,2010-12-03 10:26:00,Very Large
536857,128.03,54,17,2.370925925925926,16883.0,United Kingdom,2010-12-03 10:33:00,Very Large
536858,303.4,110,6,2.758181818181818,13520.0,Switzerland,2010-12-03 10:36:00,Very Large
536859,294.25,186,24,1.581989247311828,12841.0,United Kingdom,2010-12-03 10:43:00,Very Large
536860,254.4,108,10,2.3555555555555556,16905.0,United Kingdom,2010-12-03 10:43:00,Very Large
536861,303.5,79,10,3.8417721518987342,12427.0,Germany,2010-12-03 10:44:00,Very Large
536862,1334.13,150,81,8.894200000000001,,United Kingdom,2010-12-03 11:13:00,Very Large
536863,112.27,73,41,1.537945205479452,17967.0,United Kingdom,2010-12-03 11:19:00,Very Large
536864,636.6800000000001,66,47,9.646666666666668,,United Kingdom,2010-12-03 11:27:00,Very Large
536865,2394.41,316,139,7.577246835443037,,United Kingdom,2010-12-03 11:28:00,Very Large
536866,8.47,1,1,8.47,,United Kingdom,2010-12-03 11:28:00,Small
536874,217.26,86,63,2.5262790697674418,16891.0,United Kingdom,2010-12-03 11:35:00,Very Large
